pyRAP_Gene	feature	Gene_base	locus	GO_terms	log2foldchange	padj
S1038.4133	S_feature	S1038	new_2798008_2799197	na	-0.24	0.936354779561151
hprF.5279	CDS	hprF	BSU_34960	Poorly characterized/ putative enzymes	-0.24	0.558365254093276
yxaH.6031	CDS	yxaH	BSU_39970	Membrane proteins	0.24	0.769784425784066
yopJ_yopI.3144	intergenic_UTR	yopJ_yopI	BSU_20870	SP-beta prophage	-0.24	0.775098006268134
S337.1431	S_feature	S337	new_1041733_1041928	na	0.24	0.908465465716334
ung.5733	CDS	ung	BSU_37970	DNA repair/ recombination, Other proteins	-0.24	0.707844359619145
S368.1550	sRNA_independent	S368	new_1120829_1120947_c	na	-0.24	0.770486226777936
yqfO.3784	CDS	yqfO	BSU_25170	Proteins of unknown function	-0.24	0.624366816497445
ywnC.5532	CDS	ywnC	BSU_36610	Membrane proteins, Proteins of unknown function	-0.24	0.733800826607376
uppS.2479	CDS	uppS	BSU_16530	Biosynthesis of the carrier lipid undecaprenylphosphate, Biosynthesis of isoprenoids, Biosynthesis of the carrier lipid undecaprenylphosphate, Essential genes	0.24	0.483481355678622
tlpB.4716	CDS	tlpB	BSU_31230	Membrane proteins, Membrane-bound chemoreceptors	-0.24	0.618927479740021
yrzN_S995_yrkC.3992	transcript	yrzN_S995_yrkC	BSU_26559	Newly identified sporulation proteins (based on transcription profiling)	0.24	0.70750890204273
ecsA.1493	CDS	ecsA	BSU_10040	Protein secretion, Control of sigma factors, Membrane proteins, Regulatory ABC transporters	0.24	0.737916918966022
sunT_sunA.3235	intergenic_UTR	sunT_sunA	BSU_21470	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, SP-beta prophage, Membrane proteins, Export of antibiotic substances	0.24	0.757792399010735
zur_yqfU.3773	intergenic_UTR	zur_yqfU	BSU_25100	Transcription factors/ other, Zinc, Phosphorylation on either a Ser, Thr or Tyr residue	0.24	0.666882604990603
S1495.5873	sRNA_independent	S1495	new_3996377_3996599	na	-0.24	0.832376049034611
aldY.5859	CDS	aldY	BSU_38830	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Poorly characterized/ putative enzymes	0.24	0.770486226777936
yubA.4705	CDS	yubA	BSU_31160	Membrane proteins, Cell shape	0.24	0.551328825053798
ahpA.2128	CDS	ahpA	BSU_14220	Electron transport/ other/ based on similarity	0.24	0.5848649267427
ypdQ_sspL.3318	intergenic_UTR	ypdQ_sspL	BSU_21990	DNA replication/ based on similarity, RNase/ based on similarity	0.24	0.73334744387798
rocA.5709	CDS	rocA	BSU_37780	Utilization of arginine/ ornithine, Phosphorylation on either a Ser, Thr or Tyr residue	-0.24	0.612994349930034
ydeC.806	CDS	ydeC	BSU_05150	Transcription factor/ other/ based on similarity, General stress proteins (controlled by SigB)	0.24	0.79483625631105
ydbC.692	CDS	ydbC	BSU_04420	Proteins of unknown function	-0.24	0.7756472129932
yopJ.3143	CDS	yopJ	BSU_20870	SP-beta prophage	-0.24	0.639915998813959
uxaC.1836	CDS	uxaC	BSU_12300	Utilization of hexuronate	-0.24	na
yjkB.1828	CDS	yjkB	BSU_12250	Membrane proteins, Unknown ABC transporters	0.24	0.740048873164916
S1055.4207	S_feature	S1055	new_2844574_2844638_c	na	-0.24	0.773096448537746
dat.1433	CDS	dat	BSU_09670	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Biosynthesis/acquisition of L- and D-alanine	-0.24	0.600134530452532
hmoA.1095	CDS	hmoA	BSU_07150	Acquisition of iron / Other, Acquisition of iron / Other	0.24	0.661112657857851
kdgR.3340	CDS	kdgR	BSU_22120	Utilization of hexuronate, Transcription factors/ other	-0.24	0.761561094351514
pgpB.2977	CDS	pgpB	BSU_19650	Biosynthesis of phospholipids, Membrane proteins	0.24	0.757792399010735
mtnN_yrrT.4109	intergenic_UTR	mtnN_yrrT	BSU_27270	Biosynthesis/ acquisition of methionine/ S-adenosylmethionine	-0.24	0.770000452507033
S701.2825	S_feature	S701	new_2041828_2041927_c	na	-0.24	na
gltB_gltA.2780	intergenic_UTR	gltB_gltA	BSU_18440	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation	-0.24	0.723545980105779
hflX_ynbB.2616	intergenic_UTR	hflX_ynbB	BSU_17430	GTP-binding proteins, Targets of (p)ppGpp	-0.24	0.812635628947932
treA.1188	CDS	treA	BSU_07810	Utilization of trehalose	-0.24	0.901208631148796
S1194.4733	S_feature	S1194	new_3217848_3218524	na	0.24	0.770643257663449
sigM.1413	CDS	sigM	BSU_09520	Sigma factors, Sigma factors, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics	-0.24	0.547771874978916
xynB.2640	CDS	xynB	BSU_17580	Utilization of xylan/ xylose	0.24	0.882349845289702
pbuO.4550	CDS	pbuO	BSU_29990	Biosynthesis/ acquisition of purine nucleotides/ based on similarity, Nucleotide/ nucleoside transporter	0.24	0.646251297549566
yhdI.1408	CDS	yhdI	BSU_09480	Transcription factor/ other/ based on similarity	-0.24	0.703786272659097
argC.1657	CDS	argC	BSU_11190	Biosynthesis/ acquisition of arginine	0.24	0.775395795587793
kinA.2086	putative_sRNA	kinA	BSU_13990	Protein kinases, Two-component sensor kinase, The kinases, The kinases, Phosphorylation on a His residue	0.24	0.70750890204273
S856.3416	sRNA_independent	S856	new_2367761_2367905_c	na	0.24	0.882349845289702
yqbA.3938	CDS	yqbA	BSU_26180	Skin element, Efp-dependent proteins	0.24	0.898943410197517
S1035.4116	sRNA_independent	S1035	new_2791968_2792100_c	na	-0.24	0.643752861305096
ynzK.2663	CDS	ynzK	BSU_17699	Proteins of unknown function	0.24	na
yydD.6067	CDS	yydD	BSU_40200	Proteins of unknown function, Other highly expressed unknown proteins	-0.24	0.51498624694764
ydhJ.893	CDS	ydhJ	BSU_05780	Proteins of unknown function	0.24	0.680362700741394
YP_009513993.4223	CDS	YP_009513993	na	na	0.24	0.933036236250035
spsMc.3267	pseudogene	spsMc	BSU_21670	Newly identified sporulation proteins (based on transcription profiling), Biosynthesis of legionaminic acid (for spore crust))	0.24	0.713088564303689
yngK.2759	CDS	yngK	BSU_18280	Newly identified sporulation proteins (based on transcription profiling)	0.24	0.923009608347551
odhB_odhA.2934	intergenic_UTR	odhB_odhA	BSU_19360	TCA cycle, Membrane proteins, Phosphorylation on an Arg residue	-0.24	0.647723959738005
pdxS_pdxT.26	intergenic_UTR	pdxS_pdxT	BSU_00110	Biosynthesis of pyridoxal phosphate, Phosphorylation on an Arg residue, Phosphorylation on either a Ser, Thr or Tyr residue, Newly identified competence genes	-0.24	0.517753035064344
sspH.1226	CDS	sspH	BSU_08110	Small acid-soluble spore proteins	-0.24	na
dctB.696	CDS	dctB	BSU_04440	Utilization of organic acids	-0.24	0.710991509340236
rplQ.252	CDS	rplQ	BSU_01440	Ribosomal proteins, Essential genes	-0.24	0.665442097741032
eesA.275	CDS	eesA	BSU_01600	Acquisition of iron / Other, Acquisition of iron / Other	-0.24	0.728366071551401
ydeR.826	CDS	ydeR	BSU_05310	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins, Other transporters	0.24	0.921466470195374
pitB_ykaA.1922	intergenic_UTR	pitB_ykaA	BSU_12840	Phosphate metabolism, Membrane proteins, Uptake of other small ions	0.24	0.582845631441245
yvaC.5076	CDS	yvaC	BSU_33550	Newly identified sporulation proteins (based on transcription profiling)	-0.24	0.923288057410436
yxxB.5958	CDS	yxxB	BSU_39440	Membrane proteins, Proteins of unknown function	0.24	0.746046233654017
sigB.743	CDS	sigB	BSU_04730	Sigma factors, Sigma factors, General stress proteins (controlled by SigB)	-0.24	0.576793446870389
S184.821	S_feature	S184	new_574025_574105_c	na	0.24	0.797050881785084
mdxD.5226	CDS	mdxD	BSU_34620	Utilization of starch/ maltodextrin, Membrane proteins	-0.24	0.86121225337971
cysH_cysP.2336	intergenic_UTR	cysH_cysP	BSU_15570	Sulfur metabolism, sulfur metabolism/ general	-0.24	0.680362700741394
resC.3494	CDS	resC	BSU_23130	Respiration/ other, Membrane proteins	-0.24	0.73051527909396
yvcJ.5248	CDS	yvcJ	BSU_34770	Genetic competence, Genetic competence, Swarming	-0.24	0.482423457590388
glnR_glnA.2620	intergenic_UTR	glnR_glnA	BSU_17450	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Transcription factors/ other	0.24	0.70750890204273
glpW_yhcX.1379	intergenic_UTR	glpW_yhcX	BSU_09240	Poorly characterized/ putative enzymes	-0.24	0.746046233654017
dapI.2124	CDS	dapI	BSU_14190	Biosynthesis of peptidoglycan, Biosynthesis/ acquisition of lysine/ threonine, Biosynthesis of peptidoglycan, Essential genes	-0.24	0.613721652742613
brnQ.4011	CDS	brnQ	BSU_26690	Biosynthesis/ acquisition of branched-chain amino acids, Membrane proteins, BCAA transporters	0.24	0.704587103988461
mblK.1595	putative_sRNA	mblK	BSU_10750	Poorly characterized/ putative enzymes, Other genes	0.24	0.718387399083073
liaL.6061	CDS	liaL	BSU_40150	Control of response regulators/ other, Membrane proteins, Export of peptides, Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.24	0.650312861063877
wapA.5922	CDS	wapA	BSU_39230	Cell wall/ other, Toxins, antitoxins and immunity against toxins/ based on similarity, Secreted proteins	-0.24	0.55191030896773
ytrC.4604	CDS	ytrC	BSU_30440	Cold stress proteins, Membrane proteins, Unknown ABC transporters	0.24	0.69476680620866
skfH.325	CDS	skfH	BSU_01980	Prophage 1, Proteins of unknown function	-0.24	0.843153664347321
ylbN_rpmF.2257	intergenic_UTR	ylbN_rpmF	BSU_15070	Proteins of unknown function, Phosphorylation on an Arg residue, Potential RNA/ Ribosome-binding proteins	0.24	0.6162191723703
fliJ_ylxF.2441	intergenic_UTR	fliJ_ylxF	BSU_16250	Flagellar proteins, Membrane proteins, Swarming	-0.24	0.585798982473796
chaA.1202	CDS	chaA	BSU_07920	Sporulation proteins/ other, General stress proteins (controlled by SigB), Membrane proteins, Metal ion transporter, Metal ion homeostasis/ Other	-0.24	0.770486226777936
yrdK.4010	CDS	yrdK	BSU_26680	Proteins of unknown function	0.23	0.7756472129932
S382.1590	S_feature	S382	new_1150516_1150645_c	na	0.23	na
rpmF.2258	CDS	rpmF	BSU_15080	Ribosomal proteins	0.23	0.601781650876368
yhbH.1342	CDS	yhbH	BSU_08980	Sporulation proteins/ other	-0.23	0.888863188401842
yobO.2880	CDS	yobO	BSU_19030	Proteins of unknown function	0.23	0.667733765959068
yfhD.1272	CDS	yfhD	BSU_08490	General stress proteins (controlled by SigB), Sporulation proteins/ other	0.23	0.845538554478045
gltT.1516	CDS	gltT	BSU_10220	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Utilization of glutamine/ glutamate, Membrane proteins, Solute:sodium symporter family, Dicarboxylate/amino acid:cation symporter	0.23	0.51118689463021
dsdA.3584	CDS	dsdA	BSU_23770	Poorly characterized/ putative enzymes	-0.23	0.750781066247817
yrdR.4002	CDS	yrdR	BSU_26620	Membrane proteins, Proteins of unknown function	0.23	na
fliD.5339	CDS	fliD	BSU_35340	Flagellar proteins, Secreted proteins, Swarming	-0.23	0.483481355678622
leuS.4587	CDS	leuS	BSU_30320	Aminoacyl-tRNA synthetases, Essential genes	-0.23	0.602959352826057
S937.3763	S_feature	S937	new_2586704_2586996_c	na	-0.23	0.741389057100003
moaD.2140	CDS	moaD	BSU_14310	Biosynthesis of molybdopterin	-0.23	0.784471381438512
secE.168	CDS	secE	BSU_01000	Protein secretion, Essential genes, Membrane proteins	0.23	0.637038588445026
S1289.5095	S_feature	S1289	new_3458782_3459775_c	na	-0.23	0.840376935110343
S735_ssrSA.2913	sRNA_inter_intragenic	S735_ssrSA	new_2095786_2095916_c	na	-0.23	0.813432642439245
qdoI.6033	CDS	qdoI	BSU_39980	Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)	0.23	0.770495206559839
trpP_serC.1488	intergenic_UTR	trpP_serC	BSU_10010	ECF transporter, Biosynthesis/ acquisition of aromatic amino acids, Membrane proteins, The substrate-specific S components of the ECF transporters	0.23	0.555585375027133
cotU.2654	CDS	cotU	BSU_17670	Class VI	0.23	0.893456400861764
YP_009513954.2018	CDS	YP_009513954	na	na	0.23	0.674471052592762
S1486_S1487.5850	sRNA_independent	S1486_S1487	new_3979198_3979406_c	na	-0.23	0.947888379183384
putC_S116.508	CDS_3'UTR	putC_S116	BSU_03210	Utilization of proline	0.23	0.677103785545073
aroA.3417	CDS	aroA	BSU_29750	Biosynthesis/ acquisition of aromatic amino acids, Phosphorylation on an Arg residue, Phosphorylation on a Ser residue, Phosphorylation on a Thr residue	-0.23	0.685741854490774
tufA.193	CDS	tufA	BSU_01130	Translation factors, Essential genes, Membrane proteins, Phosphorylation on an Arg residue, Phosphorylation on a Tyr residue, Phosphorylation on either a Ser, Thr or Tyr residue	-0.23	0.65451266568375
yuiD.4853	CDS	yuiD	BSU_32060	Proteins of unknown function	0.23	0.547126286868596
opuBB.5099	CDS	opuBB	BSU_33720	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.23	0.804037253528929
S1463.5725	S_feature	S1463	new_3893312_3893440	na	0.23	na
S1198.4746	S_feature	S1198	new_3224669_3224824_c	na	0.23	0.74968921774823
pyrG.5623	CDS	pyrG	BSU_37150	Biosynthesis/ acquisition of pyrimidine nucleotides, Essential genes	0.23	0.584016108373502
clsC.5638	CDS	clsC	BSU_37240	Biosynthesis of phospholipids, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins	-0.23	0.737916918966022
YP_009513957.2656	CDS	YP_009513957	na	na	0.23	0.834303373869536
ywtG.5419	CDS	ywtG	BSU_35830	General stress proteins (controlled by SigB), Membrane proteins	0.23	0.753454742279837
ykoX.2000	CDS	ykoX	BSU_13430	Membrane proteins, Other transporters	0.23	0.70750890204273
fliS.5337	CDS	fliS	BSU_35330	Flagellar proteins, Swarming	-0.23	0.501247129675871
yrzF.4198	CDS	yrzF	BSU_27785	Proteins of unknown function	0.23	0.723545980105779
YP_009514010.5614	CDS	YP_009514010	na	na	0.23	0.613721652742613
atpI.5582	CDS	atpI	BSU_36880	Membrane proteins, ATPase	0.23	0.695725874336278
ybaS.274	CDS	ybaS	BSU_01590	Membrane proteins, Other transporters	-0.23	0.685316652058768
rlmKB.3348	CDS	rlmKB	BSU_22170	rRNA modification and maturation/ based on similarity	-0.23	0.641151258795754
yqfB.3818	CDS	yqfB	BSU_25370	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics, Membrane proteins	-0.23	0.586200675631365
sacY.5801	CDS	sacY	BSU_38420	Utilization of sucrose, PRD-type regulators, RNA binding regulators, Phosphorylation on a His residue	-0.23	0.7756472129932
fmt.2359	CDS	fmt	BSU_15730	tRNA modification and maturation, Efp-dependent proteins	-0.23	0.637079640141883
mreC.4236	CDS	mreC	BSU_28020	Cell shape, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	-0.23	0.430046409401947
yitR.1640	CDS	yitR	BSU_11090	Membrane proteins, Proteins of unknown function	-0.23	0.849599494218736
trmFO.2421	CDS	trmFO	BSU_16130	tRNA modification and maturation	-0.23	0.648711792952765
hrcA_hemN.3840	intergenic_UTR	hrcA_hemN	BSU_25490	Transcription factors/ other, Heat shock proteins, Phosphorylation on an Arg residue	0.23	0.795716481540009
yojO_yojN.2937	intergenic_UTR	yojO_yojN	BSU_19380	Proteins of unknown function	0.23	0.898528571313184
nprB.1641	CDS	nprB	BSU_11100	Utilization of proteins, Extracellular feeding proteases, Secreted proteins	0.23	0.816503956666886
yusG_gcvH.4964	intergenic_UTR	yusG_gcvH	BSU_32790	Proteins of unknown function, Other highly expressed unknown proteins	-0.23	0.55191030896773
tatCD.422	CDS	tatCD	BSU_02640	Phosphate metabolism, Protein secretion, Membrane proteins	-0.23	0.91871831609113
yyaB.6194	CDS	yyaB	BSU_40980	Proteins of unknown function	-0.23	0.804268827426293
ywjA.5636	CDS	ywjA	BSU_37230	Membrane proteins, Exporters of unknown function	-0.23	0.66355871076371
yetN.1105	CDS	yetN	BSU_07240	Proteins of unknown function	0.23	0.822091078269548
dapG_dapA.2521	intergenic_UTR	dapG_dapA	BSU_16760	Biosynthesis of peptidoglycan, Biosynthesis/ acquisition of lysine/ threonine, Biosynthesis of peptidoglycan, Sporulation proteins/ other, Essential genes	-0.23	0.710991509340236
ycnE.609	CDS	ycnE	BSU_03870	Proteins of unknown function, Phosphorylation on a Ser residue	-0.23	0.661112657857851
S454.1859	S_feature	S454	new_1319640_1320569_c	na	0.23	0.703032050151279
ypmA_dinG.3386	intergenic_UTR	ypmA_dinG	BSU_22390	Proteins of unknown function	-0.23	0.75495113934057
yvqJ.5019	CDS	yvqJ	BSU_33140	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	-0.23	0.677373263266659
ytoI.4434	CDS	ytoI	BSU_29270	Transcription factor/ other/ based on similarity	-0.23	0.698566509572419
feuC.276	CDS	feuC	BSU_01610	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores	-0.23	0.770486226777936
ytpP.4528	CDS	ytpP	BSU_29840	Protein modification/ other	0.23	0.628495321913659
rsuA.4555	CDS	rsuA	BSU_30035	rRNA modification and maturation/ based on similarity	0.23	0.640400156495247
yezD_calJ.1100	intergenic_UTR	yezD_calJ	BSU_07190	Proteins of unknown function	-0.23	0.81155755130342
rpoA_rplQ.251	intergenic_UTR	rpoA_rplQ	BSU_01430	RNA polymerase, Essential genes	-0.23	0.710991509340236
yhjG_yhjH.1557	intergenic_UTR	yhjG_yhjH	BSU_10500	Poorly characterized/ putative enzymes, Efp-dependent proteins	-0.23	0.932237744646218
helD.5061	CDS	helD	BSU_33450	Transcription elongation/ termination	0.23	0.762761976694874
uppP.4703	CDS	uppP	BSU_31150	Membrane proteins, Poorly characterized/ putative enzymes	0.23	0.544554824823851
yheG.1442	CDS	yheG	BSU_09730	Proteins of unknown function	-0.23	0.775098006268134
purK.999	CDS	purK	BSU_06430	Biosynthesis/ acquisition of purine nucleotides	0.23	0.614821093847792
prkC.2364	CDS	prkC	BSU_15770	Protein kinases, Membrane proteins, Additional germination proteins, Phosphorylation on a Thr residue	-0.23	0.59579633764704
rpsS_rplV.205	intergenic_UTR	rpsS_rplV	BSU_01200	Ribosomal proteins, Essential genes, Universally conserved proteins	-0.23	0.654561271861006
yoaK.2810	CDS	yoaK	BSU_18640	Proteins of unknown function	0.23	0.721402538055208
nucF_yutE.4891	intergenic_UTR	nucF_yutE	BSU_32290	Poorly characterized/ putative enzymes	-0.23	0.707844359619145
yugE.4755	CDS	yugE	BSU_31430	Proteins of unknown function	0.23	0.864188380774778
yaaN.48	CDS	yaaN	BSU_00260	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.23	0.691243274498645
nrdE.2606	CDS	nrdE	BSU_17380	Biosynthesis/ acquisition of nucleotides/ other, Essential genes	0.23	0.601781650876368
yfkA.1206	CDS	yfkA	BSU_07955	Poorly characterized/ putative enzymes, Protein modification/ other, Translation factor modification and maturation	0.23	0.707844359619145
tagA.5407	CDS	tagA	BSU_35750	Biosynthesis of teichoic acid, Biosynthesis of teichoic acid, Essential genes, Cell shape	0.23	0.51701093140603
nagBA.5288	CDS	nagBA	BSU_35020	Utilization of cell wall components, Utilization of amino sugars, Utilization of amino sugars	-0.23	0.60991600846615
ydzJ_ydjO.976	intergenic_UTR	ydzJ_ydjO	BSU_06269	Proteins of unknown function	-0.23	0.677373263266659
lgt_hprK.5285	intergenic_UTR	lgt_hprK	BSU_34990	Protein maturation, Membrane proteins, Additional germination proteins	-0.23	0.751671564697635
yitF.1626	CDS	yitF	BSU_10970	Sporulation proteins/ other, Poorly characterized/ putative enzymes	-0.23	0.853916774216259
yddQ.791	CDS	yddQ	BSU_05070	Proteins of unknown function	0.23	0.82378387511985
ydbL.705	CDS	ydbL	BSU_04510	Membrane proteins, Proteins of unknown function	-0.23	0.775098006268134
araB.4362	CDS	araB	BSU_28790	Utilization of arabinan/ arabinose/ arabitol	-0.23	0.906754158353938
rhgZ.1087	CDS	rhgZ	BSU_07080	Utilization of pectin	0.23	na
crh.5242	CDS	crh	BSU_34740	Control of transcription factor (other than two-component system), Phosphorylation on a Ser residue	-0.23	0.866942537220754
khtS.1462	putative_sRNA	khtS	BSU_09870	Potassium uptake/ export, Membrane proteins	0.23	0.883409839364927
S425.1761	sRNA_independent	S425	new_1253669_1254769	na	-0.23	0.921122009947436
yxeJ.5968	CDS	yxeJ	BSU_39530	Proteins of unknown function	0.23	na
spoVAF.3532	CDS	spoVAF	BSU_23390	Sporulation proteins/ other, Membrane proteins	-0.23	0.73334744387798
pcfA.2701	CDS	pcfA	BSU_17900	DNA replication	0.23	0.845028919643238
murQ.286	CDS	murQ	BSU_01700	Utilization of cell wall components, Utilization of amino sugars, Phosphorylation on a Ser residue, Utilization of amino sugars	0.23	0.73051527909396
ywhC.5676	CDS	ywhC	BSU_37530	Membrane proteins, Proteins of unknown function	-0.23	0.73051527909396
recA.2543	CDS	recA	BSU_16940	DNA repair/ recombination, Genetic competence, Genetic competence, Phosphorylation on an Arg residue, Phosphorylation on a Ser residue, Other proteins	-0.23	0.563204541737395
menG.3436	CDS	menG	BSU_22750	Biosynthesis of menaquinone, Other proteins required for biofilm formation	0.23	0.592430278389155
S38_ftsH.121	sRNA_5UTR	S38_ftsH	new_76887_76983	na	0.22	0.497402550756689
S928_mgsR.3728	CDS_3'UTR	S928_mgsR	new_2563803_2563987_c	na	0.22	0.606841059398401
ymzEn.2588	CDS	ymzEn	BSU_17266	Pseudogenes	-0.22	0.934239111168694
hprT_S38_ftsH.118	sRNA_inter_intragenic	hprT_S38_ftsH	BSU_00680	Purine salvage and interconversion, Transcription factors/ other, Control of transcription factor (other than two-component system), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Targets of (p)ppGpp	0.22	0.497402550756689
pbtN.599	CDS	pbtN	BSU_03800	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores	0.22	0.524338180087014
gntZ.6047	CDS	gntZ	BSU_40080	Utilization of gluconate	-0.22	0.661112657857851
S758.2982	S_feature	S758	new_2138041_2139052	na	0.22	0.942828997291933
S792_yopA.3161	CDS_3'UTR	S792_yopA	new_2215272_2215459_c	na	-0.22	0.703833112671566
narG.5643	CDS	narG	BSU_37280	Anaerobic respiration, Membrane proteins	-0.22	0.961180407444669
hprT.117	CDS	hprT	BSU_00680	Purine salvage and interconversion, Transcription factors/ other, Control of transcription factor (other than two-component system), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Targets of (p)ppGpp	0.22	0.501247129675871
iolR_iolS.6008	intergenic_UTR	iolR_iolS	BSU_39770	Utilization of inositol, Transcription factors/ other	-0.22	0.653394918712911
yopA.3162	CDS	yopA	BSU_20960	SP-beta prophage, Membrane proteins	-0.22	0.702797948282753
yqjM.3592	CDS	yqjM	BSU_23820	Resistance against oxidative and electrophile stress	-0.22	0.586200675631365
dadA.4936	CDS	dadA	BSU_32630	Poorly characterized/ putative enzymes	-0.22	0.759620922873181
pepF.1714	CDS	pepF	BSU_11540	phosphorelay, phosphorelay	-0.22	0.555585375027133
cutI_cutJ.617	intergenic_UTR	cutI_cutJ	BSU_03940	Membrane proteins, Copper	0.22	0.751308990043779
tktA.2699	CDS	tktA	BSU_17890	Pentose phosphate pathway, Phosphorylation on either a Ser, Thr or Tyr residue	-0.22	0.666436431081636
pepF_S414.1715	CDS_3'UTR	pepF_S414	BSU_11540	phosphorelay, phosphorelay	-0.22	0.554348924699097
ntdB.1563	CDS	ntdB	BSU_10540	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.22	0.876617819738388
yhfK.1520	CDS	yhfK	BSU_10260	Phosphorylation on either a Ser, Thr or Tyr residue, Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)	-0.22	0.685020614283866
yjdA.1790	CDS	yjdA	BSU_11980	Poorly characterized/ putative enzymes	-0.22	0.640400156495247
folP.135	CDS	folP	BSU_00770	Biosynthesis of folate, Essential genes	-0.22	0.628495321913659
S1203.4753	S_feature	S1203	new_3227502_3227580	na	-0.22	na
ydhH_ydhI.891	intergenic_UTR	ydhH_ydhI	BSU_05760	Membrane proteins, Proteins of unknown function	0.22	0.882656559422354
lytC_lytB.5380	intergenic_UTR	lytC_lytB	BSU_35620	Autolysis, Motility and chemotaxis/ other	-0.22	0.640400156495247
yomQ.3208	CDS	yomQ	BSU_21260	SP-beta prophage, Efp-dependent proteins	-0.22	na
S183.819	S_feature	S183	new_573400_574654	na	0.22	0.614107443623065
nusA.2494	CDS	nusA	BSU_16600	Transcription elongation/ termination, Essential genes	0.22	0.47788886951891
xpaC.47	CDS	xpaC	BSU_00250	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Poorly characterized/ putative enzymes	-0.22	0.584016108373502
maeN.4773	CDS	maeN	BSU_31580	Utilization of organic acids, Membrane proteins, Transporter for organic acids	-0.22	0.72353981307652
yurZ.4951	CDS	yurZ	BSU_32720	Newly identified sporulation proteins (based on transcription profiling)	-0.22	0.907797168459683
pncA_yueI.4803	intergenic_UTR	pncA_yueI	BSU_31760	Biosynthesis of NAD(P)	-0.22	0.83217307457307
msrA.3270	putative_sRNA	msrA	BSU_21690	Resistance against oxidative and electrophile stress	0.22	0.82378387511985
sufB.4942	CDS	sufB	BSU_32670	Biosynthesis of iron-sulfur clusters, Essential genes	-0.22	0.685741854490774
rplL.179	CDS	rplL	BSU_01050	Ribosomal proteins, Essential genes	-0.22	0.750781066247817
rpoB.182	CDS	rpoB	BSU_01070	RNA polymerase, Essential genes, Phosphorylation on an Arg residue	0.22	0.475082813841934
rplU.4228	CDS	rplU	BSU_27960	Ribosomal proteins, Essential genes	0.22	0.504669874993563
rppG.4629	CDS	rppG	BSU_30630	DNA repair/ recombination, Sporulation proteins/ other, RNA pyrophosphohydrolase, Oxidized guanine (GO) DNA repair system	0.22	0.694386599123718
kbaA.270	CDS	kbaA	BSU_01560	Membrane proteins, Proteins controlling the activity of the kinases, Proteins controlling the activity of the kinases	-0.22	0.721402538055208
malA_malR.1237	intergenic_UTR	malA_malR	BSU_08180	Utilization of maltose, Membrane proteins	0.22	na
glpG.3744	CDS	glpG	BSU_24870	Membrane proteins, Additional proteins involved in proteolysis	-0.22	0.751671564697635
yoaF.2799	CDS	yoaF	BSU_18580	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.22	0.670400223046234
serS.30	CDS	serS	BSU_00130	Aminoacyl-tRNA synthetases, Essential genes	-0.22	0.680362700741394
speB.5668	CDS	speB	BSU_37490	Metabolism of polyamines	0.22	0.601781650876368
sxzY.1266	CDS	sxzY	BSU_08440	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, Phosphorylation on either a Ser, Thr or Tyr residue, ABC transporters for the uptake of iron/ siderophores, Secreted proteins	-0.22	0.618994997596182
yoyF.2980	CDS	yoyF	BSU_19669	Newly identified sporulation proteins (based on transcription profiling)	-0.22	na
ybfB.352	CDS	ybfB	BSU_02170	Membrane proteins, Proteins of unknown function	0.22	0.885045873537426
licB.5828	CDS	licB	BSU_38590	Utilization of other polymeric carbohydrates, Control of PRD-type regulators, Sugar specific PTS proteins, Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors, Phosphorylation on a Cys residue, Phosphorylation on a Ser residue	0.22	0.932785852810044
